-100.000000	0.999999
-95.000000	0.999998
-90.000000	0.999994
-85.000000	0.999985
-80.000000	0.999985
-75.000000	0.999985
-70.000000	0.999985
-65.000000	0.999985
-60.000000	0.999985
-55.000000	0.999985
-50.000000	0.999985
-45.000000	0.999650
-40.000000	0.119204
-35.000000	0.000006
-30.000000	0.000000
-25.000000	0.000000
-20.000000	0.000000
-15.000000	0.000000
-10.000000	0.000000
-5.000000	0.000000
0.000000	0.000000
5.000000	0.000000
10.000000	0.000000
15.000000	0.000000
20.000000	0.000000
25.000000	0.000000
30.000000	0.000000
35.000000	0.000000
40.000000	0.000000
45.000000	0.000000
50.000000	0.000000
55.000000	0.000000
60.000000	0.000000
65.000000	0.000000
70.000000	0.000000
75.000000	0.000000
80.000000	0.000000
85.000000	0.000000
90.000000	0.000000
95.000000	0.000000
100.000000	0.000000
